"FID_","id","mesh","緯度","経度","３次_メッシュ_コード","３次メッシュコード略号","調査_地点名","調査_年月日","天_候","方位","傾斜","面積_（ｍ×ｍ）","備考","年の位置情報も提出する地点とその状況"
,"M18-08","54402118",36.184040,140.229430,54402118.000000,"真壁18","M18-08",2007/08/19 0:00:00,"晴","－","0","1×1","7～9遠景写真：8608",""
,"M18-06","54402118",36.183780,140.230020,54402118.000000,"真壁18","M18-06",2007/08/19 0:00:00,"晴","－","0","1×1","現役畑（ダイズ）に改変。",""
,"M18-05","54402118",36.183700,140.230140,54402118.000000,"真壁18","M18-05",2007/08/19 0:00:00,"晴","－","0","1×1","現役畑（ダイズ）に改変。",""
,"M18-04","54402118",36.183490,140.230870,54402118.000000,"真壁18","M18-04",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"M18-10","54402118",36.182160,140.227620,54402118.000000,"真壁18","M18-10",2007/08/19 0:00:00,"晴","－","0","1×1","03年GPS地点から畦へ6m。復田した。",""
,"M18-11","54402118",36.182350,140.227730,54402118.000000,"真壁18","M18-11",2007/08/19 0:00:00,"晴","－","0","1×1","03年GPS地点とほぼ同地点。復田した。",""
,"M18-12","54402118",36.182670,140.227950,54402118.000000,"真壁18","M18-12",2007/08/19 0:00:00,"晴","－","0","1×1","03年GPS地点から畦へ5m。復田した。10～12の遠景写真：8619",""
,"M18-A1","54402118",36.182470,140.223980,54402118.000000,"真壁18","M18-A1",2007/08/19 0:00:00,"晴","－","0","0.4×2.5","刈り払いされている。",""
,"M18-A2","54402118",36.182260,140.223530,54402118.000000,"真壁18","M18-A2",2007/08/19 0:00:00,"晴","－","0","0.5×2","",""
,"M18-A3","54402118",36.182200,140.223210,54402118.000000,"真壁18","M18-A3",2007/08/19 0:00:00,"晴","－","0","0.5×2","刈り払い直後のため草本が少なく、高さ・植被率・被度不明。",""
,"M18-A4","54402118",36.182160,140.222940,54402118.000000,"真壁18","M18-A4",2007/08/19 0:00:00,"晴","－","0","0.7×1.45","刈り払いされている。草刈りの様子の写真：8628",""
,"M18-A5","54402118",36.182020,140.222640,54402118.000000,"真壁18","M18-A5",2007/08/19 0:00:00,"晴","－","0","0.5×2","",""
,"M18-H1","54402118",36.182830,140.220910,54402118.000000,"真壁18","M18-H1",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M18-H2","54402118",36.182820,140.220960,54402118.000000,"真壁18","M18-H2",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M18-G1","54402118",36.185420,140.224060,54402118.000000,"真壁18","M18-G1",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M18-G2","54402118",36.185390,140.224260,54402118.000000,"真壁18","M18-G2",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M18-G3","54402118",36.185440,140.224290,54402118.000000,"真壁18","M18-G3",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M18-G4","54402118",36.185460,140.224610,54402118.000000,"真壁18","M18-G4",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M18-H3","54402118",36.185450,140.224930,54402118.000000,"真壁18","M18-H3",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M18-H4","54402118",36.185390,140.224930,54402118.000000,"真壁18","M18-H4",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M18-H5","54402118",36.185370,140.225040,54402118.000000,"真壁18","M18-H5",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M18-G5","54402118",36.185810,140.232260,54402118.000000,"真壁18","M18-G5",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M76-03","54391776",36.152010,139.950630,54391776.000000,"水海道76","M76-03",2007/08/08 0:00:00,"晴","－","－","1×1","現役畑（ブルーベリー）に改変。",""
,"M76-02","54391776",36.152060,139.950470,54391776.000000,"水海道76","M76-02",2007/08/08 0:00:00,"晴","－","－","1×1","現役畑（ジギタリス）に改変。",""
,"M76-01","54391776",36.151960,139.950620,54391776.000000,"水海道76","M76-01",2007/08/08 0:00:00,"晴","－","－","1×1","現役畑（ミョウガ）に改変。",""
,"M76-A5","54391776",36.152160,139.950950,54391776.000000,"水海道76","M76-A5",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-04","54391776",36.151400,139.950870,54391776.000000,"水海道76","M76-04",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-07","54391776",36.150850,139.951420,54391776.000000,"水海道76","M76-07",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-06","54391776",36.150630,139.950930,54391776.000000,"水海道76","M76-06",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-08","54391776",36.150720,139.951160,54391776.000000,"水海道76","M76-08",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-05","54391776",36.150950,139.951400,54391776.000000,"水海道76","M76-05",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-A2","54391776",36.147100,139.955770,54391776.000000,"水海道76","M76-A2",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-A1","54391776",36.147010,139.955980,54391776.000000,"水海道76","M76-A1",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-14","54391776",36.146690,139.956240,54391776.000000,"水海道76","M76-14",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-12","54391776",36.146540,139.956700,54391776.000000,"水海道76","M76-12",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-13","54391776",36.146370,139.956780,54391776.000000,"水海道76","M76-13",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-10","54391776",36.146430,139.957160,54391776.000000,"水海道76","M76-10",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-11","54391776",36.146720,139.957300,54391776.000000,"水海道76","M76-11",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-09","54391776",36.146840,139.957460,54391776.000000,"水海道76","M76-09",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"M76-15","54391776",36.145720,139.954800,54391776.000000,"水海道76","M76-15",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-16","54391776",36.145660,139.954990,54391776.000000,"水海道76","M76-16",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-18","54391776",36.145700,139.955110,54391776.000000,"水海道76","M76-18",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-H1","54391776",36.146520,139.953940,54391776.000000,"水海道76","M76-H1",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-H2","54391776",36.146500,139.953910,54391776.000000,"水海道76","M76-H2",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-H3","54391776",36.146440,139.953890,54391776.000000,"水海道76","M76-H3",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-G1","54391776",36.146800,139.954130,54391776.000000,"水海道76","M76-G1",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-G2","54391776",36.147590,139.955060,54391776.000000,"水海道76","M76-G2",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-A4","54391776",36.146010,139.946380,54391776.000000,"水海道76","M76-A4",2007/08/08 0:00:00,"晴","－","－","0.5×2","",""
,"M76-A3","54391776",36.146650,139.946740,54391776.000000,"水海道76","M76-A3",2007/08/08 0:00:00,"晴","－","－","0.5×2","不明(おそらく03年と同じ地点ではない)。",""
,"M76-H4","54391776",36.145670,139.949370,54391776.000000,"水海道76","M76-H4",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-H5","54391776",36.145670,139.949450,54391776.000000,"水海道76","M76-H5",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-H6","54391776",36.145590,139.949500,54391776.000000,"水海道76","M76-H6",2007/08/08 0:00:00,"晴","－","－","1×1","",""
,"M76-17","54391776",36.146740,139.946540,54391776.000000,"水海道76","M76-17",2007/08/08 0:00:00,"晴","－","－","1×1","復田した。",""
,"O20-01","54392720",36.194880,139.880680,54392720.000000,"小山20","O20-01",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-02","54392720",36.194840,139.880640,54392720.000000,"小山20","O20-02",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-H1","54392720",36.194570,139.880910,54392720.000000,"小山20","O20-H1",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-05","54392720",36.194290,139.881400,54392720.000000,"小山20","O20-05",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-03","54392720",36.194640,139.881370,54392720.000000,"小山20","O20-03",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-04","54392720",36.194440,139.881670,54392720.000000,"小山20","O20-04",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-06","54392720",36.194200,139.881960,54392720.000000,"小山20","O20-06",2007/08/09 0:00:00,"晴","－","－","1×1","刈り払いされている？",""
,"O20-A4","54392720",36.188200,139.873600,54392720.000000,"小山20","O20-A4",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-A1","54392720",36.187870,139.873390,54392720.000000,"小山20","O20-A1",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-18","54392720",36.188150,139.873580,54392720.000000,"小山20","O20-18",2007/08/09 0:00:00,"晴","－","－","1×1","現役畑に改変。",""
,"O20-12","54392720",36.188370,139.872500,54392720.000000,"小山20","O20-12",2007/08/09 0:00:00,"晴","－","－","1×1","現役畑に改変。",""
,"O20-13","54392720",36.188590,139.871970,54392720.000000,"小山20","O20-13",2007/08/09 0:00:00,"晴","－","－","1×1","現役畑に改変。",""
,"O20-14","54392720",36.188630,139.872270,54392720.000000,"小山20","O20-14",2007/08/09 0:00:00,"晴","－","－","1×1","現役畑に改変。",""
,"O20-J1","54392720",36.191740,139.872850,54392720.000000,"小山20","O20-J1",2007/08/09 0:00:00,"晴","－","－","10×10","伐採、土入れあり。",""
,"O20-10","54392720",36.188770,139.875760,54392720.000000,"小山20","O20-10",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-09","54392720",36.188900,139.875930,54392720.000000,"小山20","O20-09",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-11","54392720",36.188840,139.875920,54392720.000000,"小山20","O20-11",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-J2","54392720",36.189990,139.873490,54392720.000000,"小山20","O20-J2",2007/08/09 0:00:00,"晴","－","－","10×10","",""
,"O20-A2","54392720",36.187440,139.875450,54392720.000000,"小山20","O20-A2",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-A3","54392720",36.187380,139.875550,54392720.000000,"小山20","O20-A3",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-A5","54392720",36.187200,139.876130,54392720.000000,"小山20","O20-A5",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-08","54392720",36.187680,139.875510,54392720.000000,"小山20","O20-08",2007/08/09 0:00:00,"晴","－","－","1×1","復田した。",""
,"O20-07","54392720",36.187850,139.875770,54392720.000000,"小山20","O20-07",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-16","54392720",36.183800,139.885650,54392720.000000,"小山20","O20-16",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-15","54392720",36.184320,139.885700,54392720.000000,"小山20","O20-15",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-17","54392720",36.184340,139.885920,54392720.000000,"小山20","O20-17",2007/08/09 0:00:00,"晴","－","－","1×1","",""
,"O20-H2","54392720",36.191710,139.874960,54392720.000000,"小山20","O20-H2",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-H3","54392720",36.191890,139.874820,54392720.000000,"小山20","O20-H3",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-H4","54392720",36.189970,139.879520,54392720.000000,"小山20","O20-H4",2007/08/10 0:00:00,"晴","－","－","1×1","昨年はキャベツ畑。",""
,"O20-G1","54392720",36.190340,139.879620,54392720.000000,"小山20","O20-G1",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-H5","54392720",36.191050,139.876520,54392720.000000,"小山20","O20-H5",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-H6","54392720",36.191000,139.876400,54392720.000000,"小山20","O20-H6",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-G2","54392720",36.196910,139.880640,54392720.000000,"小山20","O20-G2",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-H7","54392720",36.193260,139.883790,54392720.000000,"小山20","O20-H7",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O20-G3","54392720",36.193150,139.884060,54392720.000000,"小山20","O20-G3",2007/08/10 0:00:00,"晴","－","－","1×1","",""
,"O72-A1","54393672",36.312500,139.778320,54393672.000000,"小山72","O72-A1",2007/08/23 0:00:00,"雨","－","0","0.4×2.5","水田の面積が変化していると思われる。03年GPS地点より10mずれている。",""
,"O72-A3","54393672",36.313170,139.778620,54393672.000000,"小山72","O72-A3",2007/08/23 0:00:00,"雨","－","0","0.4×2.5","",""
,"O72-A4","54393672",36.313290,139.778780,54393672.000000,"小山72","O72-A4",2007/08/23 0:00:00,"雨","－","0","0.3×3.3","水田の改変あり。耕作物の変更、畦の変更あり。",""
,"O72-10","54393672",36.314910,139.779380,54393672.000000,"小山72","O72-10",2007/08/23 0:00:00,"雨","－","0","1×1","耕耘直後のため植生はほとんどみられなかった。",""
,"O72-11","54393672",36.314830,139.779620,54393672.000000,"小山72","O72-11",2007/08/23 0:00:00,"雨","－","0","1×1","耕耘直後のため植生はほとんどみられなかった。",""
,"O72-12","54393672",36.314770,139.779760,54393672.000000,"小山72","O72-12",2007/08/23 0:00:00,"雨","－","0","1×1","耕耘直後のため植生はほとんどみられなかった。",""
,"O72-13","54393672",36.314720,139.779950,54393672.000000,"小山72","O72-13",2007/08/23 0:00:00,"雨","－","0","1×1","復田した。クログワイが多い。",""
,"O72-14","54393672",36.314680,139.780050,54393672.000000,"小山72","O72-14",2007/08/23 0:00:00,"雨","－","0","1×1","復田した。",""
,"O72-15","54393672",36.314600,139.780280,54393672.000000,"小山72","O72-15",2007/08/23 0:00:00,"雨","－","0","1×1","復田した。",""
,"O72-16","54393672",36.315630,139.779990,54393672.000000,"小山72","O72-16",2007/08/23 0:00:00,"雨","－","0","1×1","畦は刈り払いされている。",""
,"O72-17","54393672",36.315720,139.779860,54393672.000000,"小山72","O72-17",2007/08/23 0:00:00,"雨","－","0","1×1","",""
,"O72-18","54393672",36.315750,139.780000,54393672.000000,"小山72","O72-18",2007/08/23 0:00:00,"雨","－","0","1×1","刈り払いされている。",""
,"O72-04","54393672",36.317700,139.781700,54393672.000000,"小山72","O72-04",2007/08/23 0:00:00,"曇","－","0","1×1","現役畑（ダイズ）に改変。",""
,"O72-06","54393672",36.317680,139.781830,54393672.000000,"小山72","O72-06",2007/08/23 0:00:00,"曇","－","0","1×1","現役畑（ダイズ）に改変。",""
,"O72-05","54393672",36.317250,139.781710,54393672.000000,"小山72","O72-05",2007/08/23 0:00:00,"曇","－","0","1×1","03年GPS地点から南（畦）へ10m。現役畑（ダイズ）に改変。",""
,"O72-07","54393672",36.319210,139.780860,54393672.000000,"小山72","O72-07",2007/08/23 0:00:00,"曇","－","0","1×1","復田改修中。畑の準備中。",""
,"O72-08","54393672",36.319300,139.780490,54393672.000000,"小山72","O72-08",2007/08/23 0:00:00,"曇","－","0","1×1","復田改修中。畑の準備中。",""
,"O72-09","54393672",36.319200,139.780250,54393672.000000,"小山72","O72-09",2007/08/23 0:00:00,"曇","－","0","1×1","",""
,"O72-01","54393672",36.316000,139.774940,54393672.000000,"小山72","O72-01",2007/08/23 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ13m。復田した。",""
,"O72-02","54393672",36.316010,139.774320,54393672.000000,"小山72","O72-02",2007/08/23 0:00:00,"晴","－","0","1×1","03年GPS地点から南へ20m。復田した。",""
,"O72-03","54393672",36.315990,139.774470,54393672.000000,"小山72","O72-03",2007/08/23 0:00:00,"晴","－","0","1×1","03年GPS地点から南へ10m。復田した。",""
,"O72-G1","54393672",36.313160,139.780860,54393672.000000,"小山72","O72-G1",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。",""
,"O72-G2","54393672",36.313130,139.780770,54393672.000000,"小山72","O72-G2",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。",""
,"O72-G3","54393672",36.313160,139.780690,54393672.000000,"小山72","O72-G3",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。",""
,"O72-G4","54393672",36.314250,139.781120,54393672.000000,"小山72","O72-G4",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"O72-H1","54393672",36.317650,139.781950,54393672.000000,"小山72","O72-H1",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。休耕中。道側一部分にのみホソアオゲイトウの小群落が構成されている。",""
,"O72-H2","54393672",36.317510,139.781930,54393672.000000,"小山72","O72-H2",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。休耕中。",""
,"O72-H3","54393672",36.317580,139.782040,54393672.000000,"小山72","O72-H3",2007/08/23 0:00:00,"晴","－","0","1×1","水田、畑共用。休耕中。",""
,"O72-H4","54393672",36.318730,139.780420,54393672.000000,"小山72","O72-H4",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"O72-H5","54393672",36.318720,139.780480,54393672.000000,"小山72","O72-H5",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"O72-H6","54393672",36.318780,139.780530,54393672.000000,"小山72","O72-H6",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"O72-A5","54393672",36.313650,139.779160,54393672.000000,"小山72","O72-A5",2007/09/14 0:00:00,"晴","－","0","1×1","復田した。",""
,"M20-H1","54403020",36.274630,139.999250,54403020.000000,"真壁20","M20-H1",2007/08/14 0:00:00,"曇","－","0","1×1","",""
,"M20-H2","54403020",36.274590,139.999160,54403020.000000,"真壁20","M20-H2",2007/08/14 0:00:00,"曇","－","0","1×1","",""
,"M20-H3","54403020",36.274440,139.999230,54403020.000000,"真壁20","M20-H3",2007/08/14 0:00:00,"曇","－","0","1×1","",""
,"M20-G1","54403020",36.271900,140.000010,54403020.000000,"真壁20","M20-G1",2007/08/14 0:00:00,"曇","S","10","1×1","畦部分。",""
,"M20-04","54403020",36.276400,140.005310,54403020.000000,"真壁20","M20-04",2007/08/14 0:00:00,"曇","－","0","0.5×2","",""
,"M20-05","54403020",36.276510,140.005110,54403020.000000,"真壁20","M20-05",2007/08/14 0:00:00,"晴","－","0","0.5×2","",""
,"M20-08","54403020",36.277430,140.004400,54403020.000000,"真壁20","M20-08",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-G2","54403020",36.272830,140.006940,54403020.000000,"真壁20","M20-G2",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-H4","54403020",36.272170,140.007010,54403020.000000,"真壁20","M20-H4",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-01","54403020",36.275530,140.005950,54403020.000000,"真壁20","M20-01",2007/08/14 0:00:00,"晴","－","0","1×1","休耕田1年目。",""
,"M20-02","54403020",36.275830,140.005760,54403020.000000,"真壁20","M20-02",2007/08/14 0:00:00,"晴","－","0","1×1","休耕田1年目。",""
,"M20-03","54403020",36.276160,140.005500,54403020.000000,"真壁20","M20-03",2007/08/14 0:00:00,"晴","－","0","1×1","休耕田1年目。",""
,"M20-06","54403020",36.276920,140.005040,54403020.000000,"真壁20","M20-06",2007/08/14 0:00:00,"晴","－","0","1×1","休耕田1年目。",""
,"M20-07","54403020",36.277390,140.004570,54403020.000000,"真壁20","M20-07",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-09","54403020",36.277730,140.004180,54403020.000000,"真壁20","M20-09",2007/08/14 0:00:00,"晴","－","0","1×1","休耕田1年目。",""
,"M20-13","54403020",36.277220,139.997910,54403020.000000,"真壁20","M20-13",2007/08/14 0:00:00,"晴","－","0","1×1","約一ヶ月前に刈り払いされている。",""
,"M20-14","54403020",36.277230,139.997710,54403020.000000,"真壁20","M20-14",2007/08/14 0:00:00,"晴","－","0","1×1","湿っている。ミズニラあり。",""
,"M20-15","54403020",36.277440,139.997780,54403020.000000,"真壁20","M20-15",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-A1","54403020",36.277340,139.997580,54403020.000000,"真壁20","M20-A1",2007/08/14 0:00:00,"晴","－","0","1×1","畦畔にビニ－ルが被せられていた。",""
,"M20-10","54403020",36.274640,139.997010,54403020.000000,"真壁20","M20-10",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-11","54403020",36.274630,139.997080,54403020.000000,"真壁20","M20-11",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-12","54403020",36.274590,139.997160,54403020.000000,"真壁20","M20-12",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M20-18","54403020",36.272100,140.000600,54403020.000000,"真壁20","M20-18",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から南へ15m。復田した。奥のイネが倒れているため高さは30㎝、手前は70㎝程度。",""
,"M20-17","54403020",36.272580,140.000770,54403020.000000,"真壁20","M20-17",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ15m。復田した。イネが倒れている。",""
,"M20-16","54403020",36.272820,140.000590,54403020.000000,"真壁20","M20-16",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から北へ13m。復田した。イネが倒れている。",""
,"M92-A3","54403092",36.332660,140.028500,54403092.000000,"真壁92","M92-A3",2007/08/14 0:00:00,"晴","－","0","0.4×2.5","03年の調査写真を参考に地点を設定した。",""
,"M92-A4","54403092",36.332580,140.028800,54403092.000000,"真壁92","M92-A4",2007/08/14 0:00:00,"晴","－","0","0.4×2.5","03のGPS地点と大幅に離れている。",""
,"M92-A2","54403092",36.332860,140.028450,54403092.000000,"真壁92","M92-A2",2007/08/14 0:00:00,"晴","－","0","－","畦畔にビニ－ルが被せられていた。",""
,"M92-A5","54403092",36.332490,140.029050,54403092.000000,"真壁92","M92-A5",2007/08/14 0:00:00,"晴","－","0","0.4×2.5","",""
,"M92-16","54403092",36.327200,140.026730,54403092.000000,"真壁92","M92-16",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M92-17","54403092",36.327350,140.026750,54403092.000000,"真壁92","M92-17",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M92-18","54403092",36.327440,140.026760,54403092.000000,"真壁92","M92-18",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M92-10","54403092",36.329870,140.023490,54403092.000000,"真壁92","M92-10",2007/08/14 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M92-11","54403092",36.329850,140.023800,54403092.000000,"真壁92","M92-11",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M92-12","54403092",36.329670,140.023680,54403092.000000,"真壁92","M92-12",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M92-13","54403092",36.333030,140.023640,54403092.000000,"真壁92","M92-13",2007/08/23 0:00:00,"晴","－","0","1×1","一部が果樹園になっており、刈り払いされている。",""
,"M92-14","54403092",36.332910,140.023510,54403092.000000,"真壁92","M92-14",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"M92-15","54403092",36.332920,140.023690,54403092.000000,"真壁92","M92-15",2007/08/23 0:00:00,"晴","－","0","1×1","付近にハチの巣があった。モニタリングは危険である。藪の中の調査は容易ではない。状況に応じてポイント設定を変更した方が良いと思う。",""
,"M92-G1","54403092",36.333250,140.023170,54403092.000000,"真壁92","M92-G1",2007/08/23 0:00:00,"晴","－","0","1×1","スイカ耕作後。",""
,"M92-G2","54403092",36.333280,140.023050,54403092.000000,"真壁92","M92-G2",2007/08/23 0:00:00,"晴","－","0","1×1","畑の縁。",""
,"M92-G3","54403092",36.333290,140.023090,54403092.000000,"真壁92","M92-G3",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"M92-H1","54403092",36.333750,140.022300,54403092.000000,"真壁92","M92-H1",2007/08/23 0:00:00,"晴","－","0","1×1","ハウス脇の一時休耕の畑。",""
,"M92-H2","54403092",36.333940,140.022360,54403092.000000,"真壁92","M92-H2",2007/08/23 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M92-H3","54403092",36.334040,140.022340,54403092.000000,"真壁92","M92-H3",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"M92-H4","54403092",36.328290,140.024520,54403092.000000,"真壁92","M92-H4",2007/08/23 0:00:00,"晴","－","0","1×1","草本多し",""
,"M92-H5","54403092",36.328320,140.024240,54403092.000000,"真壁92","M92-H5",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"M92-H6","54403092",36.328360,140.024270,54403092.000000,"真壁92","M92-H6",2007/08/23 0:00:00,"晴","－","0","1×1","",""
,"M92-H7","54403092",36.330370,140.024760,54403092.000000,"真壁92","M92-H7",2007/08/23 0:00:00,"晴","－","0","1×1","一時休耕中。",""
,"M92-01","54403092",36.331080,140.028790,54403092.000000,"真壁92","M92-01",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ12m。復田した。過湿。",""
,"M92-03","54403092",36.331310,140.028840,54403092.000000,"真壁92","M92-03",2007/09/14 0:00:00,"晴","－","0","1×1","復田した。イネが倒れている。",""
,"M92-02","54403092",36.331170,140.028410,54403092.000000,"真壁92","M92-02",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点と同地点。復田した。イネが倒れている。",""
,"M92-07","54403092",36.327920,140.024340,54403092.000000,"真壁92","M92-07",2007/09/14 0:00:00,"晴","－","0","1×1","2007年8月は残されていたハウス（写真64）が、調査時には解体されていた。立ち入ることが出来るようになったため、2003年のGPS地点で調査を実施。刈り払いされており、刈草（ケイヌビエなど）が倒れている（被度80％）。過湿。",""
,"M92-09","54403092",36.327930,140.024050,54403092.000000,"真壁92","M92-09",2007/09/14 0:00:00,"晴","－","0","1×1","2007年8月は残されていたハウス（写真66）が、調査時には解体されていた。立ち入ることが出来るようになったため、2003年のGPS地点で調査を実施。過湿。刈り払いされており、刈草（ケイヌビエなど）が倒れている。7～9の全景写真：8884",""
,"M36-G1","54403136",36.283500,140.206370,54403136.000000,"真壁36","M36-G1",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M36-G2","54403136",36.283690,140.206690,54403136.000000,"真壁36","M36-G2",2007/08/19 0:00:00,"晴","－","0","1×1","",""
,"M36-H1","54403136",36.284000,140.206520,54403136.000000,"真壁36","M36-H1",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H2","54403136",36.284150,140.206750,54403136.000000,"真壁36","M36-H2",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H3","54403136",36.284240,140.206820,54403136.000000,"真壁36","M36-H3",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H4","54403136",36.284380,140.206730,54403136.000000,"真壁36","M36-H4",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H5","54403136",36.284520,140.206620,54403136.000000,"真壁36","M36-H5",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H6","54403136",36.284690,140.206750,54403136.000000,"真壁36","M36-H6",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H7","54403136",36.285050,140.206810,54403136.000000,"真壁36","M36-H7",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
,"M36-H8","54403136",36.285550,140.206550,54403136.000000,"真壁36","M36-H8",2007/08/19 0:00:00,"晴","－","0","1×1","休耕中。",""
